product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,notes
1,Shampoing,Cosmétique rinse-off,FI,Finland,Europe,Finland customs / import control,National customs code (FI),Finland customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FI,Finland,Europe,Finland mandatory language labelling,National language/labelling law (FI),Finland consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FI,Finland,Europe,Finland restrictions on cosmetic claims,National advertising/claim rules (FI),Finland advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,FI,Finland,Europe,Finland cosmetic packaging / waste rules,National packaging/EPR scheme (FI),Finland environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,EU Cosmetics Regulation (directly applicable),(EC) No 1223/2009,National competent authority of France,CPNP notification; PIF in local/EU language,in_force,critical,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,National cosmetic surveillance authority decree,National implementing law (FR),France health/market surveillance,"National market surveillance, sanctions, language",in_force,high,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,National Cosmetovigilance system,National pharmacovigilance/cosmetovigilance scheme (FR),France health authority,Adverse event reporting to national agency,in_force,high,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,National language labelling requirement,Consumer protection code (FR),France consumer protection authority,Mandatory labelling in official language(s),in_force,high,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,Code de la santé publique — cosmétiques,L5131-1 à L5131-13,ANSM,Mise sur le marché; déclaration; PIF; cosmétovigilance EIG,in_force,critical,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,Décret cosmétovigilance,Décret n° 2013-1065,ANSM,Modalités de déclaration EIG,in_force,high,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,Norme AFNOR cosmétiques bio,NF T 75-501 / COSMOS,AFNOR,Référentiel bio (volontaire),in_force,low,Voluntary
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France CE marking enforcement,National implementation of EU 765/2008 + 2019/1020 (FR),France market surveillance authority,CE marking + EU declaration of conformity surveillance,in_force,high,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France GPSR transposition,National enforcement of EU 2023/988 (FR),France consumer authority,General product safety + RAPEX/Safety Gate notifications,in_force,high,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France general consumer protection law,National consumer protection statute (FR),France consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France customs / import control,National customs code (FR),France customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France mandatory language labelling,National language/labelling law (FR),France consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France restrictions on cosmetic claims,National advertising/claim rules (FR),France advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,FR,France,Europe,France cosmetic packaging / waste rules,National packaging/EPR scheme (FR),France environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,EU Cosmetics Regulation (directly applicable),(EC) No 1223/2009,National competent authority of Germany,CPNP notification; PIF in local/EU language,in_force,critical,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,National cosmetic surveillance authority decree,National implementing law (DE),Germany health/market surveillance,"National market surveillance, sanctions, language",in_force,high,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,National Cosmetovigilance system,National pharmacovigilance/cosmetovigilance scheme (DE),Germany health authority,Adverse event reporting to national agency,in_force,high,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,National language labelling requirement,Consumer protection code (DE),Germany consumer protection authority,Mandatory labelling in official language(s),in_force,high,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,Lebensmittel- und Futtermittelgesetzbuch — cosmetics,LFGB §§ 26-29,BVL / BfR,National cosmetics provisions; safety assessment in DE,in_force,critical,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,Kosmetik-Verordnung,KosmetikV,BVL,"Notification, GMP, language",in_force,high,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,DIN ISO 22716,DIN EN ISO 22716,DIN,National GMP standard for cosmetics,in_force,high,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,Germany CE marking enforcement,National implementation of EU 765/2008 + 2019/1020 (DE),Germany market surveillance authority,CE marking + EU declaration of conformity surveillance,in_force,high,
1,Shampoing,Cosmétique rinse-off,DE,Germany,Europe,Germany GPSR transposition,National enforcement of EU 2023/988 (DE),Germany consumer authority,General product safety + RAPEX/Safety Gate notifications,in_force,high,
