product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,legal_api_match,legal_api_id,legal_api_match_method,gap_action,notes
1,Shampoing,Cosmétique rinse-off,NL,Netherlands,Europe,EU Cosmetics Regulation (applicable in NL),(EC) No 1223/2009,NVWA (Nederlandse Voedsel- en Warenautoriteit),CPNP notification; PIF; Dutch or EU-language labeling; market surveillance by NVWA,in_force,critical,FOUND,077a8116-06aa-4e76-9347-782d301ae20f,exact_ref,OK,
1,Shampoing,Cosmétique rinse-off,GB,United Kingdom,Europe,UK Cosmetics Regulation,SI 2019/696 (The Cosmetic Products Enforcement Regulations 2013 as retained),OPSS (Office for Product Safety and Standards) + MHRA,UK SCPN notification; UK Responsible Person; GB-language labeling; UK PIF,in_force,critical,FOUND,ce316b32-a5ef-4b4c-b0f3-e1a2a879aa54,name_substring,OK,Post-Brexit: separate UK regime from Jan 2021; CPNP not accepted
1,Shampoing,Cosmétique rinse-off,GB,United Kingdom,Europe,Great Britain Annex amendments post-Brexit,UK Cosmetics (GB Annexes 2022+),OPSS,Periodic divergence from EU annexes; check OPSS cosmetics annexes for banned/restricted substances,in_force,high,NOT_FOUND,,,À ajouter,GB annexes updated independently from EU since 2021
1,Shampoing,Cosmétique rinse-off,CH,Switzerland,Europe,Ordinance on Cosmetics (OPC) / Kosmetikverordnung,SR 817.023.31 (OPC),OSAV / BAG,Swiss cosmetics notification (not CPNP); Responsible Person in CH; labeling in DE/FR/IT; PIF,in_force,critical,FOUND,46acbdd5-27b4-463c-bb8a-9830ec2b6e5f,name_substring,OK,CH largely mirrors EU 1223/2009 but has own notification portal
1,Shampoing,Cosmétique rinse-off,CH,Switzerland,Europe,Swiss ChemO — Chemical Substances Ordinance,SR 813.11,BAFU / OSAV,Restricted substances for cosmetics; alignment with EU REACH annexes,in_force,medium,FOUND,3f0adf29-49d5-4597-b50c-e5234d3f8e8b,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,NO,Norway,Europe,Norwegian Cosmetics Regulation (EEA adaptation of EC 1223/2009),FOR-2013-07-08-1268,Mattilsynet,EEA adoption of EU Cosmetics Regulation; Norwegian labeling; CPNP notification accepted,in_force,critical,FOUND,077a8116-06aa-4e76-9347-782d301ae20f,exact_ref,OK,Norway part of EEA; directly applies EU 1223/2009 via EEA Agreement
1,Shampoing,Cosmétique rinse-off,NO,Norway,Europe,REACH-NO — Norwegian Chemicals Act,Kjemikalieloven (lov 2003-06-11-101),Miljødirektoratet,Substance restrictions aligned with EU REACH; SVHCs and Annex XVII,in_force,medium,FOUND,2569736d-c65a-44ed-9742-3a56326689a5,acronym,OK,
1,Shampoing,Cosmétique rinse-off,RU,Russia,Europe,TR TS 009/2011 — Technical Regulation on Perfumery & Cosmetics (EAEU),TR TS 009/2011,Rospotrebnadzor,Product registration (declaration of conformity); safety assessment; labeling in Russian; prohibited substances list,in_force,critical,FOUND,,,OK,Russia applies EAEU TR TS 009/2011; EAC mark required
1,Shampoing,Cosmétique rinse-off,RU,Russia,Europe,Russian Federal Law on Technical Regulation,Federal Law No. 184-FZ (2002),Rospotrebnadzor / Rosstandart,Framework for conformity assessment; mandatory certification or declaration,in_force,medium,NOT_FOUND,,,À ajouter,
1,Shampoing,Cosmétique rinse-off,TR,Turkey,Europe,Turkish Cosmetics Regulation,"Kozmetik Yönetmeliği (OG 17.12.2005 / 26026, amended 2013, 2019)",TİTCK (Turkish Medicines Agency),Notification to TİTCK e-başvuru portal; Responsible Person in TR; Turkish labeling; PIF,in_force,critical,FOUND,b60332e4-1cb3-41cb-88b6-7de3a218ad2e,name_substring,OK,TR regulation largely mirrors EU 1223/2009; periodic divergence possible
1,Shampoing,Cosmétique rinse-off,UA,Ukraine,Europe,Ukrainian Cosmetics Technical Regulation,Resolution No. 65 (2013) — TR on Cosmetics,State Service of Ukraine on Food Safety (DFSQS),Notification; Responsible Person; Ukrainian labeling; safety assessment; prohibited substances,in_force,critical,NOT_FOUND,,,À ajouter,Ukraine harmonising with EU 1223/2009; war context may affect enforcement
1,Shampoing,Cosmétique rinse-off,EAEU,EAEU,Europe,EAEU TR TS 009/2011 — Perfumery and Cosmetics Technical Regulation,TR TS 009/2011,Eurasian Economic Commission (EEC),Unified declaration of conformity; safety assessment; labeling requirements (RU/native language); prohibited substance list,in_force,critical,FOUND,,,OK,"Applies to Russia, Belarus, Kazakhstan, Armenia, Kyrgyzstan; EAC mark"
1,Shampoing,Cosmétique rinse-off,US,United States,Americas,FDA Cosmetics Regulations,21 CFR Parts 700-740,FDA CFSAN,"Prohibited ingredients (21 CFR 700); labeling (21 CFR 701, 740); color additives (21 CFR 73/74); voluntary registration",in_force,critical,FOUND,62af4767-1eff-42b4-bf31-b8d474f4eea2,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,US,United States,Americas,MoCRA — Modernization of Cosmetics Regulation Act 2022,"Pub. L. 117-328, Div. FF, Title III",FDA CFSAN,Mandatory facility registration (Dec 2023); product listing; safety substantiation; adverse event reporting; fragrance allergen disclosure (proposed),in_force,critical,FOUND,31b69d99-370a-41e3-b1c1-d96fd1fbe49f,acronym,OK,MoCRA: facility registration deadline Dec 29 2023; small biz exemptions apply
1,Shampoing,Cosmétique rinse-off,US-CA,California,Americas,California Safe Cosmetics Act (CSCA),Health & Safety Code §111791+,CDPH California Safe Cosmetics Program,Report to CDPH if product contains any ingredient known/suspected carcinogen or reproductive toxicant (Prop 65 list); annual reporting,in_force,high,FOUND,94e78a4b-0306-40a1-b933-6d65a667f66d,name_substring,OK,CSCA ≠ Prop 65; both may apply simultaneously
1,Shampoing,Cosmétique rinse-off,US-CA,California,Americas,Proposition 65 (Safe Drinking Water and Toxic Enforcement Act 1986),California HSC §25249.5+,CalEPA OEHHA,Warning label if product contains listed carcinogen/reproductive toxicant above safe harbor levels; No reformulation required but warning mandatory,in_force,high,FOUND,128fe92a-92d3-4176-a676-3b115ad9c22f,name_substring,OK,Check OEHHA Prop 65 list; common triggers for shampoo: formaldehyde-releasing preservatives
1,Shampoing,Cosmétique rinse-off,US-NY,New York,Americas,NY Cosmetics Fragrance and Flavor Ingredient Right to Know Act,NY PHL §206-e (2023),NY DOH,Disclosure of fragrance ingredients on product label or URL; effective 2025,adopted_not_yet_in_force,medium,NOT_FOUND,,,À ajouter,NY-specific fragrance disclosure; effective date 2025; monitor implementation
1,Shampoing,Cosmétique rinse-off,CA,Canada,Americas,Cosmetic Regulations (Canada),SOR/2001-203 (under Food and Drugs Act),Health Canada,Cosmetic notification within 10 days of sale; full ingredient list on label (INCI); Cosmetic Ingredient Hotlist compliance,in_force,critical,FOUND,db686875-9dd0-4164-b5ce-7ff45d715f30,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,CA,Canada,Americas,Canadian Environmental Protection Act (CEPA) — Cosmetics,"S.C. 1999, c. 33",Environment and Climate Change Canada,DSL/NDSL substance screening; assessment of cosmetic substances under CEPA; potential future restrictions,in_force,medium,FOUND,bcebc3ec-118f-4100-a7d1-ddaf73c27990,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,MX,Mexico,Americas,NOM-141-SSA1/SCFI-2012 — Cosmetics Labeling,NOM-141-SSA1/SCFI-2012,COFEPRIS,Spanish labeling; mandatory ingredients list; country of origin; warnings; metric units,in_force,high,FOUND,d48376ac-f5ec-4e13-b553-ba3b525b166e,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,MX,Mexico,Americas,NOM-089-SSA1-1994 / LGSP — Cosmetics Safety,NOM-089-SSA1-1994 + Ley General de Salud,COFEPRIS,Prohibited/restricted substances; sanitary registration for some cosmetics; GMP compliance,in_force,critical,NOT_FOUND,,,À ajouter,Sanitary registration (registro sanitario) may be required for shampoo in MX
1,Shampoing,Cosmétique rinse-off,BR,Brazil,Americas,ANVISA RDC No. 7/2015 — Cosmetics,RDC No. 7/2015,ANVISA,Lista de substâncias proibidas/restritas; categorization (Grau 1 = shampoo notification only); GMP (BPF),in_force,critical,FOUND,579e1d94-d3d0-4697-be32-b128e6e072c2,name_substring,OK,Shampoo = Categoria 1 (menor risco); notificação ANVISA; não necessita registro
1,Shampoing,Cosmétique rinse-off,BR,Brazil,Americas,ANVISA RDC No. 530/2021 — Cosmetics Labeling,RDC No. 530/2021,ANVISA,"Rotulagem obrigatória: lista INCI, prazo de validade, modo de usar; idioma português",in_force,high,FOUND,579e1d94-d3d0-4697-be32-b128e6e072c2,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,AR,Argentina,Americas,ANMAT Disposición 155/1998 — Cosmetics,Disposición 155/1998 + amendments (ANMAT),ANMAT,Registro/notificación ante ANMAT; lista INCI en etiqueta; Spanish labeling; prohibited substances,in_force,critical,NOT_FOUND,,,À ajouter,Argentina applies MERCOSUR harmonized rules where adopted
1,Shampoing,Cosmétique rinse-off,AR,Argentina,Americas,MERCOSUR GMC Res. 44/2005 — Cosméticos,GMC/RES. No 44/2005,ANMAT / MERCOSUR CCT,Harmonized MERCOSUR cosmetics regulation; ingredient lists; restricted substances,in_force,high,NOT_FOUND,,,À ajouter,
1,Shampoing,Cosmétique rinse-off,CL,Chile,Americas,RSP No. 1.876/1995 — Chilean Cosmetics Regulation,RSP No. 1.876/1995 (amended),ISP (Instituto de Salud Pública),Registration with ISP; Spanish labeling (INCI); safety data; prohibited substances list,in_force,critical,NOT_FOUND,,,À ajouter,
1,Shampoing,Cosmétique rinse-off,CL,Chile,Americas,Reglamento Sanitario de Cosméticos DS 239/2002,DS 239/2002 (Minsal),SEREMI Salud / ISP,GMP requirements; packaging; labeling specifics for CL market,in_force,medium,FOUND,26d93470-15ce-414a-a7c7-ce02b9cbf416,exact_ref,OK,
1,Shampoing,Cosmétique rinse-off,CO,Colombia,Americas,Decisión Andina 516 — Cosmetics (CAN),Decisión 516 de la CAN (2002),INVIMA,Andean Community cosmetics regulation; free circulation in CAN bloc; notification to INVIMA; labeling in Spanish,in_force,critical,FOUND,31cef219-a92d-46ae-85c9-5fbb17bf3002,name_substring,OK,Colombia part of CAN (Comunidad Andina); Decisión 516 is primary regulation
1,Shampoing,Cosmétique rinse-off,CO,Colombia,Americas,Resolución 3774/2004 — Colombian Cosmetics Implementation,Resolución 3774/2004 (INVIMA),INVIMA,National implementation of Decisión 516; registration; GMP; label requirements,in_force,high,NOT_FOUND,,,À ajouter,
1,Shampoing,Cosmétique rinse-off,MERCOSUR,Mercosur,Americas,MERCOSUR Harmonized Cosmetics Regulation,GMC/RES. No 44/2005 + GMC/RES. No 05/2006,MERCOSUR Comisión de Comercio / CCT-FONACC,Harmonized ingredient lists; prohibited/restricted substances; labeling standards (INCI); mutual recognition among members,in_force,high,NOT_FOUND,,,À ajouter,"Applies to AR, BR, UY, PY, VE (suspended); partially implemented"
1,Shampoing,Cosmétique rinse-off,CN,China,Asia-Pacific,CSAR — Cosmetic Supervision and Administration Regulation,"Decree No. 727 (CSAR, 2021)",NMPA,Registration (ordinary cosmetics = filing 备案); Safety assessment; INCI/Chinese labeling; animal testing exemptions; prohibited substances Annex,in_force,critical,FOUND,ba232757-2bce-45a6-8cd1-6094331cfb6d,acronym,OK,Shampoo = ordinary cosmetic = 备案 filing (not full registration)
1,Shampoing,Cosmétique rinse-off,CN,China,Asia-Pacific,China Cosmetics Labeling Regulation,"Regulation on Cosmetics Labeling Management (2022, NMPA)",NMPA,Mandatory Chinese labeling; ingredient list; batch number; QR code; Responsible Person in CN,in_force,high,FOUND,655ad169-e0f6-4045-b08f-2100b4e8e9f4,name_substring,OK,Effective 2022; requires all cosmetics sold in CN to have Chinese labeling
1,Shampoing,Cosmétique rinse-off,HK,Hong Kong,Asia-Pacific,Consumer Goods Safety Ordinance (CGSO) Cap. 456,Cap. 456 CGSO,HKCC (Customs & Excise) / HKCSD,General safety requirement for consumer goods; no specific cosmetics regulation; adherence to international standards recommended,in_force,medium,FOUND,c056cbda-6ea3-4e67-98e0-b80023038e92,name_substring,OK,HK: no dedicated cosmetics law; CGSO applies; labeling in Chinese/English
1,Shampoing,Cosmétique rinse-off,HK,Hong Kong,Asia-Pacific,HK Trade Descriptions Ordinance Cap. 362,Cap. 362 TDO,HKTD (Customs & Excise),Accurate labeling; no false claims; applies to cosmetics,in_force,medium,FOUND,71d997f9-e702-448d-ab7e-dbc368bac808,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,TW,Taiwan,Asia-Pacific,Taiwan Cosmetics Hygiene and Safety Act,"Act No. 6 (amended 2019, effective 2021)",TFDA (Taiwan FDA),Product notification to TFDA; safety assessment; Chinese traditional character labeling; prohibited substances; manufacturer GMP,in_force,critical,FOUND,e92ddf01-c379-4ba5-a55c-f9f45a85bc5b,name_substring,OK,Taiwan requires TFDA notification for all cosmetics sold; significant 2021 revision
1,Shampoing,Cosmétique rinse-off,TW,Taiwan,Asia-Pacific,Taiwan Cosmetics Ingredient Management Regulations,TFDA announcement 2021+,TFDA,Permitted/restricted ingredient lists; CMR substances controls,in_force,high,NOT_FOUND,,,À ajouter,
1,Shampoing,Cosmétique rinse-off,JP,Japan,Asia-Pacific,PMD Act — Pharmaceuticals and Medical Devices Act,"Act No. 145 of 1960 (as amended, formerly PAL)",MHLW / PMDA,Cosmetics manufacturer/importer license; notification for cosmetics; positive list of permitted ingredients; labeling in Japanese,in_force,critical,FOUND,,,OK,Japan uses positive list system for cosmetics ingredients; rinse-off = cosmetics category
1,Shampoing,Cosmétique rinse-off,JP,Japan,Asia-Pacific,Japan Cosmetics Labeling Standard (MHLW Ministerial Notification),MHLW Notification No. 331/2000 + amendments,MHLW,Full ingredient labeling (INCI equivalent in JP standard); allergen disclosure; warnings,in_force,high,NOT_FOUND,,,À ajouter,
1,Shampoing,Cosmétique rinse-off,KR,South Korea,Asia-Pacific,Cosmetics Act,Act No. 18448 (2021 consolidation),MFDS (Ministry of Food and Drug Safety),Responsible Cosmetics Seller/Manufacturer registration; product notification; prohibited ingredients; labeling in Korean; GMP,in_force,critical,FOUND,cdd8d42f-45fb-4d6c-b318-0faeaa87b65e,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,KR,South Korea,Asia-Pacific,Cosmetics Act — Labeling Standards,MFDS Notice No. 2022-5 (Cosmetics Labeling Standards),MFDS,Full INCI labeling in Korean; allergen disclosure (25 fragrance allergens as per KR list); batch number; expiry,in_force,high,NOT_FOUND,,,À ajouter,KR adopts its own allergen list; check KR-specific requirements
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Singapore Health Products Act — Cosmetics,Health Products Act Cap. 122D + Cosmetics Regulations 2007,HSA (Health Sciences Authority),No pre-market approval for cosmetics; post-market surveillance; labeling in English; prohibited substances; GMP,in_force,high,FOUND,ca7da8b2-1fa7-43f3-94b2-b57c9c093319,name_substring,OK,Singapore: notification-based (no pre-registration); HSA can mandate recall
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,ASEAN Cosmetics Directive (adopted in SG),ASEAN Cosmetic Directive (ACD) 2003 + annexes,HSA,ASEAN harmonized prohibited/restricted ingredient lists; labeling standards; mutual recognition,in_force,high,FOUND,ff3ce703-a001-47eb-b53d-c388011eb55d,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Malaysia Control of Drugs and Cosmetics Regulations 1984,P.U.(A) 247/1984 + amendments,NPRA (National Pharmaceutical Regulatory Agency),Notification to NPRA; prohibited substances compliance; labeling in Bahasa Malaysia/English; safety data,in_force,critical,FOUND,bdff2ace-2a3c-4f7d-8455-d64257ac0a4c,name_substring,OK,Malaysia requires NPRA notification for all cosmetics
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,ASEAN Cosmetics Directive (adopted in MY),ASEAN Cosmetic Directive (ACD) 2003,NPRA,ASEAN harmonized ingredient controls; mutual recognition within ASEAN,in_force,medium,FOUND,ff3ce703-a001-47eb-b53d-c388011eb55d,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,TH,Thailand,Asia-Pacific,Thailand Cosmetics Act B.E. 2558 (2015),Cosmetics Act B.E. 2558,FDA Thailand (TFDA Thai),Notification-based system for general cosmetics (shampoo = general); prohibited substances; Thai/English labeling; post-market surveillance,in_force,critical,FOUND,3f4b11db-1b95-4bf5-813b-c3918c9c4d60,fullname_substring,OK,
1,Shampoing,Cosmétique rinse-off,TH,Thailand,Asia-Pacific,ASEAN Cosmetics Directive (adopted in TH),ACD 2003 + Thai annexes,TFDA Thailand,ASEAN ingredient controls; labeling standards,in_force,medium,FOUND,ff3ce703-a001-47eb-b53d-c388011eb55d,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Vietnam Circular 06/2011/TT-BYT — Cosmetics,Circular 06/2011/TT-BYT (as amended),DAV (Drug Administration of Vietnam),Cosmetics product announcement (công bố sản phẩm) to DAV; safety assessment; Vietnamese labeling; ingredient list; GMP,in_force,critical,FOUND,cba32a0f-0027-43e0-857f-bb05f69c13a3,exact_ref,OK,VN: mandatory product announcement before market entry
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,ASEAN Cosmetics Directive (adopted in VN),ACD 2003,DAV,ASEAN prohibited/restricted ingredients; labeling harmonization,in_force,medium,FOUND,ff3ce703-a001-47eb-b53d-c388011eb55d,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia BPOM Regulation on Cosmetics,BPOM Reg. No. 12/2019 + No. 23/2019,BPOM (National Agency of Drug and Food Control),Notification to BPOM (e-registration); prohibited substances; Bahasa Indonesia labeling; Halal certification may be required; GMP,in_force,critical,FOUND,,,OK,Halal certification increasingly required; check MUI certification for Indonesian market
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia Halal Product Assurance Law,Law No. 33/2014 on Halal Product Assurance,BPJPH + MUI,Mandatory halal certification for cosmetics (phased implementation); applies to products used on body,in_force,high,FOUND,49c49186-6992-4807-b4f6-fe03d68da6ac,name_substring,OK,Halal certification mandatory; deadline and scope evolving — verify current status
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,Philippines Cosmetics Regulation — FDA RA 9711,Republic Act 9711 (FDA Act 2009) + FDA Circular 2014-009,FDA Philippines,Cosmetic product notification to FDA PH; prohibited ingredients; Filipino/English labeling; GMP compliance,in_force,critical,FOUND,,,OK,
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,ASEAN Cosmetics Directive (adopted in PH),ACD 2003 + PH implementation,FDA Philippines,ASEAN harmonized ingredient controls,in_force,medium,FOUND,ff3ce703-a001-47eb-b53d-c388011eb55d,name_substring,OK,
1,Shampoing,Cosmétique rinse-off,IN,India,Asia-Pacific,Drugs and Cosmetics Act 1940 + Rules 1945,Act No. 23 of 1940 + D&C Rules 1945 (Schedule S),CDSCO (Central Drugs Standard Control Organisation),Import license for cosmetics; Schedule S compliance (prohibited ingredients); labeling (English/vernacular); BIS certification for some,in_force,critical,FOUND,4419e021-42c1-4833-81e9-4663cb87b356,name_substring,OK,India: cosmetics imported require import license; domestic manufacture = state license
1,Shampoing,Cosmétique rinse-off,IN,India,Asia-Pacific,BIS IS 6608 — Indian Standard for Shampoos,IS 6608:1993 + amendment,BIS (Bureau of Indian Standards),"BIS standard for shampoos — performance, pH, stability; voluntary but referenced in procurement",in_force,medium,NOT_FOUND,,,À ajouter,IS 6608 voluntary standard; sometimes mandated by buyers
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Industrial Chemicals Act 2019 (AICIS),Industrial Chemicals Act 2019,AICIS (Australian Industrial Chemicals Introduction Scheme),Cosmetic ingredient assessment; introducer registration; annual declaration; hazard communication,in_force,high,FOUND,3d24807b-cac2-4595-b543-ef0eb680fc52,name_substring,OK,AICIS replaced NICNAS 2020; cosmetics = industrial chemicals; check each ingredient category
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australian Consumer Law — Product Safety (cosmetics),"Competition and Consumer Act 2010, Schedule 2 (ACL)",ACCC,Mandatory safety standards for cosmetics (e.g. formaldehyde limits); mandatory reporting of serious injuries; labeling,in_force,critical,FOUND,89e06e59-4b84-4b38-860a-e9fdc1ebe899,name_substring,OK,ACL cosmetics safety standard includes ingredient restrictions
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,NZ Cosmetic Products Group Standard 2017,Cosmetic Products Group Standard 2017 (CPGS),Medsafe / MPI,Permitted/prohibited ingredients; labeling in English; safety assessment; no pre-market approval but post-market controls,in_force,critical,FOUND,,,OK,NZ CPGS aligns with AU ACL cosmetics standards and EU annexes by reference
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,Fair Trading Act 1986 — NZ Labeling,Fair Trading Act 1986,Commerce Commission NZ,Accurate claims; ingredient disclosure; no misleading labeling,in_force,medium,FOUND,098839d3-f377-4363-b76a-56e26728fb78,fullname_substring,OK,
1,Shampoing,Cosmétique rinse-off,ASEAN,ASEAN,Asia-Pacific,ASEAN Cosmetic Directive (ACD),"ASEAN Cosmetic Directive 2003 + Annex updates (2019, 2021)",ASEAN ACCSQ PCWG,Harmonized prohibited/restricted ingredient lists; labeling standards; mutual recognition agreement for cosmetics within ASEAN,in_force,high,FOUND,ab7e0d77-2fd2-4d2d-8d1c-4f287992db53,name_substring,OK,ACD adopted by all 10 ASEAN members; provides baseline harmonized framework
1,Shampoing,Cosmétique rinse-off,GCC,GCC,MENA & Africa,GSO 2528:2016 — GCC Cosmetics Safety Standard,GSO 2528:2016,GSO (GCC Standardization Organization) / national authorities,GCC conformity assessment; prohibited substances list; Arabic labeling; Halal compliance for some markets; CoC required,in_force,critical,FOUND,,,OK,Applies to all 6 GCC countries; national SFDAs may add requirements (e.g. Saudi SFDA registration)
1,Shampoing,Cosmétique rinse-off,GCC,GCC,MENA & Africa,Saudi SFDA Cosmetics Regulation (within GCC),SFDA Food and Drug Reg. (Cosmetics) Guidelines,SFDA Saudi Arabia,SFDA product registration for Saudi market; halal considerations; Arabic labeling; authorized importer,in_force,high,FOUND,f78882d1-255c-40fb-9b7c-3cc84f79521a,name_substring,OK,Saudi Arabia imposes stricter requirements within GCC framework
1,Shampoing,Cosmétique rinse-off,IL,Israel,MENA & Africa,Israel Standard for Cosmetics SI 1501,SI 1501 + Israel Consumer Protection Law,ISASST (Israeli Standards Institute) / MOH,Product labeling in Hebrew; prohibited substances alignment with EU; no pre-market registration but compliance with SI 1501,in_force,high,NOT_FOUND,,,À ajouter,Israel largely mirrors EU 1223/2009 in substance controls; Hebrew labeling mandatory
1,Shampoing,Cosmétique rinse-off,IL,Israel,MENA & Africa,Israel Cosmetics Law — Consumer Protection,Consumer Protection Law 5741-1981,MOH Israel,Accurate labeling; ingredient disclosure; warnings if relevant,in_force,medium,FOUND,,,OK,
1,Shampoing,Cosmétique rinse-off,EG,Egypt,MENA & Africa,Egypt Cosmetics Registration — MOH,MOH Decree 425/2010 + amendments,EGCMA (Egyptian General Company for Medical Appliances) / MOH,Registration with Egyptian MOH before import/sale; dossier submission; Arabic labeling; safety data,in_force,critical,FOUND,,,OK,Egypt requires full product registration; process can take 6-12 months
1,Shampoing,Cosmétique rinse-off,EG,Egypt,MENA & Africa,Egyptian Standard ES 7260 — Shampoos,ES 7260,EOS (Egyptian Organization for Standardization),Compliance with EOS shampoo standard; pH range; performance parameters,in_force,medium,NOT_FOUND,,,À ajouter,Mandatory reference standard for shampoos in EG
1,Shampoing,Cosmétique rinse-off,MA,Morocco,MENA & Africa,Moroccan Decree on Cosmetics,Décret No. 2-04-762 (2006) + arrêtés,ONSSA / EACCE / Division Pharmacie,Notification/registration with Moroccan health authority; Arabic/French labeling; prohibited substances list (aligned with EU),in_force,critical,FOUND,,,OK,Morocco progressively aligning with EU 1223/2009
1,Shampoing,Cosmétique rinse-off,MA,Morocco,MENA & Africa,Loi No. 17-04 — Moroccan Pharmaceutical & Cosmetics Code,Loi No. 17-04 (2006),Ministère de la Santé Maroc,Framework law for cosmetics; registration requirements; GMP; adverse events reporting,in_force,high,FOUND,,,OK,
